7.1868 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
26.0281 	EXP 	fixation: autoDraw = True
26.5008 	EXP 	image: autoDraw = True
26.5247 	EXP 	fixation: autoDraw = False
27.9929 	EXP 	New trial (rep=0, index=14): {'pic': 'Bnw6.JPG'}
28.0237 	EXP 	image: autoDraw = False
28.0237 	EXP 	fixation: autoDraw = False
28.0237 	EXP 	image: autoDraw = False
28.0237 	EXP 	image: image = 'Bnw6.JPG'
28.0237 	EXP 	fixation: autoDraw = True
28.5003 	EXP 	image: autoDraw = True
28.5151 	EXP 	fixation: autoDraw = False
29.9841 	EXP 	New trial (rep=0, index=15): {'pic': 'Col9.JPG'}
30.0253 	EXP 	image: autoDraw = False
30.0253 	EXP 	fixation: autoDraw = False
30.0253 	EXP 	image: autoDraw = False
30.0253 	EXP 	image: image = 'Col9.JPG'
30.0253 	EXP 	fixation: autoDraw = True
30.5013 	EXP 	image: autoDraw = True
30.5164 	EXP 	fixation: autoDraw = False
31.9927 	EXP 	New trial (rep=0, index=16): {'pic': 'Bnw10.JPG'}
31.9962 	DEPRECATION 	Couldn't find image Bnw10.JPG; check path? (tried: /Users/pushkarsingh/Documents/01 University/02 Experimental Psychology/03 muskan_experiment/Bnw10.JPG)
32.2591 	EXP 	window1: mouseVisible = True
